index,temp,humidity,precip,date
0,25.33333333333333,54.27666666666667,0.0166666666666666,01-01
1,25.64166666666667,53.21083333333333,0.0,02-01
2,25.90833333333333,50.63416666666666,0.0,03-01
3,25.616666666666664,50.77416666666667,0.0,04-01
4,25.71666666666667,50.60999999999999,1.1,05-01
5,25.8,48.03416666666667,0.0,06-01
6,25.933333333333334,47.145833333333336,0.5,07-01
7,25.316666666666663,48.6225,0.0083333333333333,08-01
8,25.475000000000005,48.255,0.0,09-01
9,25.441666666666663,48.44916666666666,0.0166666666666666,10-01
10,25.60833333333333,46.97166666666666,0.0,11-01
11,25.691666666666663,46.245,0.0,12-01
12,26.08333333333334,43.91500000000001,0.0,13-01
13,26.1,44.9725,0.0,14-01
14,25.991666666666664,46.52666666666667,0.0,15-01
15,26.20833333333333,45.695,0.0,16-01
16,26.450000000000003,45.87,0.0,17-01
17,26.066666666666663,44.29999999999999,0.0,18-01
18,26.13333333333333,45.91083333333333,0.0,19-01
19,25.975000000000005,46.75833333333333,0.0,20-01
20,26.225000000000005,43.6625,0.0,21-01
21,25.89166666666667,45.26083333333333,0.0,22-01
22,26.66666666666666,45.50666666666666,0.0,23-01
23,26.49166666666666,46.71916666666667,0.0,24-01
24,26.700000000000003,43.73500000000001,0.0,25-01
25,26.5,44.13083333333333,0.0,26-01
26,27.59166666666667,42.955000000000005,0.0,27-01
27,26.324999999999992,45.55166666666667,0.0,28-01
28,26.50833333333333,44.26666666666667,0.0,29-01
29,26.79166666666666,42.44416666666667,0.0,30-01
30,26.95833333333333,41.695,0.0,31-01
31,27.25833333333333,41.336666666666666,0.0,01-02
32,27.075,42.78166666666666,0.0,02-02
33,27.425,41.92333333333334,0.0,03-02
34,27.525,40.223333333333336,0.0,04-02
35,27.308333333333337,39.380833333333335,0.0,05-02
36,28.216666666666665,39.21416666666666,0.0,06-02
37,26.925,42.09916666666667,0.0,07-02
38,27.60833333333333,38.04749999999999,0.0,08-02
39,27.21666666666667,38.68749999999999,0.0,09-02
40,27.05,40.08166666666667,11.666666666666666,10-02
41,27.92727272727272,42.37363636363636,0.0,11-02
42,28.163636363636364,40.78909090909091,0.0,12-02
43,28.425,39.74999999999999,0.0,13-02
44,28.641666666666666,37.88166666666667,0.0,14-02
45,28.5,40.88083333333333,0.0,15-02
46,28.191666666666663,40.01916666666666,0.75,16-02
47,28.433333333333326,35.88583333333333,0.0,17-02
48,28.866666666666664,37.23,0.1666666666666666,18-02
49,29.008333333333336,39.634166666666665,0.0166666666666666,19-02
50,29.4,40.304545454545455,0.0,20-02
51,29.83333333333333,41.36333333333334,0.0,21-02
52,30.03333333333333,40.48083333333333,0.0,22-02
53,30.45833333333333,37.66166666666667,0.0,23-02
54,30.058333333333334,36.31,0.0,24-02
55,30.274999999999995,32.267500000000005,0.0,25-02
56,29.950000000000003,34.11416666666667,0.0,26-02
57,30.066666666666663,33.83,0.0,27-02
58,29.725000000000005,36.76833333333333,0.0,28-02
59,29.20833333333333,40.87833333333334,0.9166666666666666,01-03
60,29.875,40.57,0.0166666666666666,02-03
61,29.325,41.46916666666666,0.5,03-03
62,29.466666666666665,39.14666666666667,0.0,04-03
63,29.625,39.95833333333333,0.3333333333333333,05-03
64,30.41666666666667,36.660833333333336,0.0,06-03
65,30.5,34.174166666666665,0.0,07-03
66,30.808333333333334,35.87083333333334,0.25,08-03
